timestamp,signal_strength,power_level,temperature,cpu_usage,latitude,longitude,communication_status,attack_type,severity,incident_id,command_source
2026-06-08 08:11:34.300805,85,86,20,37,24.815529,67.078467,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 08:11:39.308567,94,72,21,59,24.859831,67.090274,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 08:11:44.316726,85,73,35,52,24.823962,67.05503,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 08:11:49.325267,86,70,28,44,24.819081,67.048297,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-127,ATTACKER
2026-06-08 08:11:54.333134,93,75,31,45,24.868133,67.026844,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 08:11:59.341188,94,90,32,53,24.884883,67.043272,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 08:12:04.348938,91,90,26,49,24.806865,67.010867,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 08:12:09.356892,91,71,20,52,24.846394,67.043385,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-128,ATTACKER
2026-06-08 08:12:14.403649,88,87,21,44,24.886782,67.088097,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 08:12:19.411688,89,84,23,41,40.748656,40.911403,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-129,AUTHORIZED
2026-06-08 08:12:24.419604,90,78,33,47,24.803063,67.044443,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 08:12:29.428252,97,81,22,52,24.892608,67.048364,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 08:12:34.436510,17,74,34,37,24.879704,67.03895,DEGRADED,RF_JAMMING,HIGH,INC-130,AUTHORIZED
2026-06-08 08:12:39.444412,99,81,35,38,24.868621,67.052173,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-131,ATTACKER
2026-06-08 08:12:44.452241,98,70,30,52,24.886982,67.047518,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 08:12:49.460018,96,90,23,33,24.825588,67.095203,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 08:12:54.468666,92,80,21,30,24.895426,67.00692,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 08:12:59.476469,96,89,25,58,24.834553,67.010036,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 08:13:04.484659,95,88,25,58,24.877221,67.009791,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 08:13:09.492764,87,83,34,36,24.85408,67.05155,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 08:13:14.501383,96,79,34,55,24.860217,67.053889,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 08:13:19.509415,85,90,26,56,24.892802,67.076065,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 08:13:24.518249,97,75,25,49,24.861653,67.020696,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 08:13:29.526078,96,71,28,50,24.817772,67.077569,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 08:13:34.534196,86,81,30,39,24.894474,67.008112,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-132,ATTACKER
2026-06-08 08:13:39.542059,98,89,20,32,24.852494,67.032497,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 08:13:44.550445,96,84,31,52,24.853361,67.067355,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-133,ATTACKER
2026-06-08 08:13:49.558429,90,76,30,51,24.803532,67.051615,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 08:13:54.566215,96,79,33,48,24.898855,67.045552,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 08:13:59.569829,94,81,32,46,24.842419,67.023214,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 08:14:04.579200,89,71,28,42,24.896874,67.096928,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 11:09:45.701605,95,90,33,51,24.846089,67.080094,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 11:09:50.869345,86,83,22,46,46.259276,40.234475,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-1,AUTHORIZED
2026-06-08 11:09:55.873825,95,83,32,31,24.807171,67.065819,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 11:10:00.876341,86,71,24,58,24.88711,67.013114,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 11:10:05.885129,97,88,20,34,24.878099,67.001794,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 11:10:10.894007,96,89,32,46,24.86895,67.096298,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 11:10:15.903286,98,80,34,44,24.840773,67.020809,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 11:10:20.911598,97,75,23,39,24.806262,67.07368,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 11:10:25.920140,95,75,30,41,24.825904,67.0613,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 11:10:30.928943,98,75,35,45,24.852492,67.01508,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 11:10:35.937687,88,76,33,37,24.846453,67.019624,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 11:10:40.946524,89,89,21,45,24.847302,67.002522,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 11:10:45.955126,21,86,30,52,24.834483,67.006418,DEGRADED,RF_JAMMING,HIGH,INC-2,AUTHORIZED
2026-06-08 11:10:50.963441,87,85,34,56,24.857117,67.037712,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 11:10:55.972050,89,75,27,30,24.81267,67.007915,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 11:11:00.974640,16,83,34,48,24.891373,67.088393,DEGRADED,RF_JAMMING,HIGH,INC-3,AUTHORIZED
2026-06-08 11:11:05.979356,91,85,22,50,24.847239,67.038543,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 11:11:10.988390,21,85,35,30,24.867648,67.004007,DEGRADED,RF_JAMMING,HIGH,INC-4,AUTHORIZED
2026-06-08 11:11:15.998091,90,80,20,44,24.866366,67.062057,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 11:11:21.003554,98,79,22,32,24.831122,67.094116,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 11:11:26.007601,87,90,30,36,24.825161,67.022746,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 11:11:31.016596,93,84,32,36,24.805264,67.047024,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 11:11:36.024968,95,72,25,54,24.865246,67.019275,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 11:11:41.033835,97,80,35,47,24.895873,67.073968,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 11:11:46.042983,11,88,24,52,24.82182,67.059717,DEGRADED,RF_JAMMING,HIGH,INC-5,AUTHORIZED
2026-06-08 14:34:55.677401,100,87,27,30,24.871312,67.02384,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 14:35:00.847790,90,78,30,42,24.83746,67.063726,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 14:35:05.850819,94,71,27,38,51.328869,47.257078,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-1,AUTHORIZED
2026-06-08 14:35:10.882250,100,79,25,43,24.832931,67.098075,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 14:35:15.885524,90,76,30,59,24.810119,67.050672,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 14:35:20.893726,99,90,35,53,24.86353,67.050965,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 14:35:25.901962,86,80,32,33,24.852465,67.007974,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 14:35:30.910324,95,76,34,30,24.812445,67.073999,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 14:35:35.916538,90,90,35,33,24.806143,67.065587,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-2,ATTACKER
2026-06-08 14:35:40.925388,89,72,30,42,24.853706,67.039188,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 14:35:45.934788,86,72,31,48,24.875977,67.047556,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 14:35:50.943239,99,72,22,40,24.809152,67.062503,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 14:35:55.952051,100,75,25,41,24.857315,67.053874,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 14:36:00.960694,88,75,30,30,24.863194,67.046589,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 14:36:05.969277,99,86,34,48,24.847895,67.074473,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 14:36:10.978072,86,90,25,52,24.805219,67.044489,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 14:36:15.986170,89,86,22,57,24.826989,67.083933,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 14:36:20.994784,86,81,33,46,24.864488,67.060015,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 14:36:26.003361,85,82,28,58,24.886932,67.09586,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-3,ATTACKER
2026-06-08 14:36:31.011789,95,84,24,50,49.968272,31.717991,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-4,AUTHORIZED
2026-06-08 14:36:36.021394,95,76,35,37,24.810988,67.056792,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 14:36:41.036176,87,70,35,35,24.841518,67.00769,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 14:36:46.044719,90,82,35,39,24.886197,67.08394,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 14:36:51.050484,91,73,23,56,24.879212,67.019562,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 14:36:56.059348,86,76,25,35,24.802558,67.035506,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:02:19.217619,89,89,23,45,24.882253,67.062886,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:02:24.337828,87,78,21,46,24.80142,67.042003,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-1,ATTACKER
2026-06-08 15:02:29.359805,87,90,24,48,24.879401,67.076572,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:02:34.372164,97,88,23,35,24.856348,67.076639,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:02:39.374710,19,84,20,46,24.88068,67.071256,DEGRADED,RF_JAMMING,HIGH,INC-2,AUTHORIZED
2026-06-08 15:02:44.377433,99,88,31,56,24.863662,67.001069,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:02:49.381077,87,88,21,51,24.875074,67.013975,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:02:54.389812,87,72,31,32,24.861966,67.021369,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:02:59.398458,89,90,28,33,24.890643,67.066885,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:03:04.407011,98,90,32,50,24.827854,67.040087,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:03:09.412139,86,71,31,41,24.868712,67.005086,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:03:14.420798,90,71,20,38,24.806365,67.015231,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:03:19.429580,92,90,34,33,24.882173,67.024524,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:03:24.438199,11,75,20,58,24.845035,67.066696,DEGRADED,RF_JAMMING,HIGH,INC-3,AUTHORIZED
2026-06-08 15:03:29.440815,90,87,31,40,24.872421,67.047534,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:03:34.444197,95,76,34,39,46.749295,47.506639,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-4,AUTHORIZED
2026-06-08 15:03:39.447736,93,71,32,35,24.885274,67.031727,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:03:44.452299,92,76,35,40,24.870761,67.034217,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:03:49.460955,99,80,20,49,24.847108,67.028744,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:03:54.463750,94,72,29,50,24.817711,67.036143,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:03:59.472066,98,71,26,32,24.818526,67.070067,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:04:04.480236,7,80,27,48,24.83587,67.04975,DEGRADED,RF_JAMMING,HIGH,INC-5,AUTHORIZED
2026-06-08 15:04:09.484854,94,87,29,42,24.811648,67.00903,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:04:14.490330,18,75,29,60,24.895594,67.022075,DEGRADED,RF_JAMMING,HIGH,INC-6,AUTHORIZED
2026-06-08 15:04:19.500247,85,83,25,39,24.888725,67.076481,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:04:24.503431,86,81,27,31,51.899946,44.787119,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-7,AUTHORIZED
2026-06-08 15:04:29.512422,94,72,29,31,43.182944,38.901887,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-8,AUTHORIZED
2026-06-08 15:04:34.521390,85,75,21,48,24.83699,67.047915,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:04:39.529836,98,75,31,38,24.842581,67.045119,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-9,ATTACKER
2026-06-08 15:04:44.539309,97,74,28,50,53.609565,46.585954,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-10,AUTHORIZED
2026-06-08 15:04:49.546114,91,74,31,37,24.817189,67.057819,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:04:54.554732,98,76,31,34,24.87935,67.05487,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:04:59.563006,94,74,24,36,24.819742,67.089167,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:05:04.571388,98,76,25,47,24.812501,67.024482,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:05:09.574207,92,70,22,47,24.879588,67.088715,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:05:14.582794,85,74,31,42,24.819038,67.022796,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:05:19.591503,86,78,33,36,24.873146,67.027492,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:05:24.600303,96,90,32,45,24.892378,67.032867,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:05:29.604613,88,78,23,44,24.870957,67.052921,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:05:34.613291,90,79,32,30,24.821895,67.037448,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:05:39.624077,9,84,35,46,24.88813,67.084692,DEGRADED,RF_JAMMING,HIGH,INC-11,AUTHORIZED
2026-06-08 15:05:44.632273,100,77,20,30,24.815348,67.037761,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:05:49.640556,85,80,33,56,24.813221,67.024412,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:05:54.643475,100,81,33,32,24.871969,67.028693,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:05:59.652024,93,70,28,54,24.804645,67.099328,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:06:04.660523,98,85,32,47,24.880122,67.068222,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:06:09.664520,88,70,28,42,24.827611,67.020215,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:06:14.672974,88,82,26,49,42.388616,42.031423,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-12,AUTHORIZED
2026-06-08 15:06:19.681734,95,75,31,42,24.808159,67.021207,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:06:24.690463,91,83,35,34,58.15499,42.280528,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-13,AUTHORIZED
2026-06-08 15:06:29.693088,87,70,24,52,24.866377,67.063653,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:06:34.701946,91,75,29,60,24.826731,67.029154,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:06:39.710736,88,75,34,44,24.807595,67.033587,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-14,ATTACKER
2026-06-08 15:06:44.719218,88,77,34,34,24.834389,67.060421,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-15,ATTACKER
2026-06-08 15:06:49.727853,85,77,24,48,24.855483,67.068981,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:06:54.736973,97,83,28,35,24.803468,67.066114,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:06:59.740162,25,70,27,52,24.812227,67.002195,DEGRADED,RF_JAMMING,HIGH,INC-16,AUTHORIZED
2026-06-08 15:07:04.743187,97,84,35,46,57.633845,32.686245,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-17,AUTHORIZED
2026-06-08 15:07:09.753079,96,78,21,52,24.874004,67.051637,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:07:38.174612,91,75,35,34,24.880897,67.00623,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:07:43.192060,8,76,20,31,24.822632,67.00222,DEGRADED,RF_JAMMING,HIGH,INC-1,AUTHORIZED
2026-06-08 15:07:48.195778,25,78,27,56,24.86331,67.073613,DEGRADED,RF_JAMMING,HIGH,INC-2,AUTHORIZED
2026-06-08 15:07:53.206939,98,84,27,56,24.898829,67.048271,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-3,ATTACKER
2026-06-08 15:07:58.210624,85,74,20,50,24.841526,67.053256,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-4,ATTACKER
2026-06-08 15:08:03.216958,94,83,20,52,24.821668,67.060559,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:08:08.221879,6,83,31,56,24.821219,67.070546,DEGRADED,RF_JAMMING,HIGH,INC-5,AUTHORIZED
2026-06-08 15:08:13.226766,8,89,32,30,24.817151,67.081696,DEGRADED,RF_JAMMING,HIGH,INC-6,AUTHORIZED
2026-06-08 15:08:18.232104,92,77,28,54,24.86276,67.064637,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:08:23.241435,94,87,21,52,24.829386,67.059788,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:08:28.280356,92,85,25,59,24.830465,67.06523,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:08:33.282891,95,90,30,50,24.880265,67.099491,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-7,ATTACKER
2026-06-08 15:08:38.286221,89,90,23,33,56.891087,44.095469,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-8,AUTHORIZED
2026-06-08 15:08:43.289169,17,74,21,38,24.868954,67.076344,DEGRADED,RF_JAMMING,HIGH,INC-9,AUTHORIZED
2026-06-08 15:08:48.291917,94,83,34,49,24.890707,67.009415,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:08:53.294728,97,75,28,38,24.879993,67.060331,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-10,ATTACKER
2026-06-08 15:08:58.306681,87,81,25,38,24.844707,67.049649,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-11,ATTACKER
2026-06-08 15:09:03.317604,98,86,28,39,48.496559,44.869381,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-12,AUTHORIZED
2026-06-08 15:09:08.326424,88,74,21,55,24.866281,67.03209,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:09:13.329593,85,76,33,52,24.86217,67.008374,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:09:18.339220,100,72,33,38,24.866299,67.028057,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:09:23.344641,20,81,21,39,24.8249,67.096969,DEGRADED,RF_JAMMING,HIGH,INC-13,AUTHORIZED
2026-06-08 15:09:28.347683,99,78,31,44,24.8517,67.064905,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:09:33.354374,99,70,31,52,24.8747,67.075736,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:09:38.362473,95,82,21,58,24.841581,67.07849,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:09:43.365389,93,73,27,33,24.827181,67.081176,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:09:48.373855,97,79,32,55,24.892793,67.044697,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:09:53.376454,12,87,26,36,24.8435,67.03059,DEGRADED,RF_JAMMING,HIGH,INC-14,AUTHORIZED
2026-06-08 15:09:58.379256,25,76,34,51,24.856452,67.017706,DEGRADED,RF_JAMMING,HIGH,INC-15,AUTHORIZED
2026-06-08 15:10:03.383845,18,86,33,39,24.800317,67.064228,DEGRADED,RF_JAMMING,HIGH,INC-16,AUTHORIZED
2026-06-08 15:10:08.389417,93,86,29,36,24.849583,67.039349,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:10:13.393776,93,75,30,46,24.881336,67.075173,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:10:18.396383,92,83,31,51,24.877551,67.015513,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:10:23.404489,93,71,28,47,24.818797,67.059362,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:10:28.409578,99,81,30,46,24.82505,67.065846,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:10:33.417751,93,90,28,39,24.870803,67.043212,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:10:38.420477,18,70,24,56,24.868064,67.017957,DEGRADED,RF_JAMMING,HIGH,INC-17,AUTHORIZED
2026-06-08 15:10:43.423737,93,71,27,45,24.833741,67.083029,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:10:48.430981,95,77,22,59,24.823898,67.012034,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:10:53.435674,89,74,30,56,47.163652,44.291753,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-18,AUTHORIZED
2026-06-08 15:10:58.466067,17,90,24,50,24.849608,67.053041,DEGRADED,RF_JAMMING,HIGH,INC-19,AUTHORIZED
2026-06-08 15:11:03.469111,17,74,33,52,24.889104,67.036142,DEGRADED,RF_JAMMING,HIGH,INC-20,AUTHORIZED
2026-06-08 15:11:08.477852,92,77,22,44,24.890646,67.002655,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:11:13.486466,89,85,21,42,24.851711,67.020777,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:11:18.494932,100,72,35,59,24.809001,67.053981,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:11:23.504949,98,90,20,34,24.853264,67.070633,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-21,ATTACKER
2026-06-08 15:11:28.508472,94,80,29,32,24.809651,67.021306,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:11:33.518563,100,71,31,59,24.86316,67.090692,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:11:38.526935,87,78,35,33,24.804419,67.065328,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:11:43.530298,89,76,21,46,24.840905,67.071839,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:11:48.535252,100,79,24,37,24.86596,67.011655,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:11:53.538509,91,75,35,46,24.830213,67.099275,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:11:58.548502,92,73,35,39,24.897142,67.075956,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:12:03.551933,91,90,34,54,24.860926,67.033307,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:12:08.560173,16,78,30,50,24.800476,67.001779,DEGRADED,RF_JAMMING,HIGH,INC-22,AUTHORIZED
2026-06-08 15:12:13.568700,88,90,34,49,24.866124,67.059013,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:12:18.571471,99,86,28,56,24.88765,67.009657,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:12:23.576129,88,82,30,43,24.873431,67.022705,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:12:28.585223,88,78,30,57,24.897993,67.032467,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:12:33.594322,90,70,28,58,44.153024,31.092778,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-23,AUTHORIZED
2026-06-08 15:12:38.597234,89,74,28,33,24.849076,67.015082,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-24,ATTACKER
2026-06-08 15:12:43.605861,21,71,31,56,24.85908,67.015501,DEGRADED,RF_JAMMING,HIGH,INC-25,AUTHORIZED
2026-06-08 15:12:48.614626,5,80,28,40,24.875712,67.008172,DEGRADED,RF_JAMMING,HIGH,INC-26,AUTHORIZED
2026-06-08 15:12:53.621091,92,77,24,31,24.833382,67.035099,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:12:58.630290,92,75,28,35,24.843711,67.004511,CRITICAL,UNAUTHORIZED_COMMAND,CRITICAL,INC-27,ATTACKER
2026-06-08 15:13:03.638918,96,70,33,30,24.803326,67.086291,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:13:08.647762,89,72,32,40,24.834426,67.016939,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:13:13.650943,89,83,32,44,24.852565,67.059038,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:13:18.653452,91,84,26,31,24.811842,67.073555,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
2026-06-08 15:13:23.656631,99,80,22,46,54.303722,34.361059,SUSPICIOUS,GPS_SPOOFING,HIGH,INC-28,AUTHORIZED
2026-06-08 15:13:28.659935,97,71,23,38,24.862611,67.032727,NORMAL,NORMAL,LOW,NONE,AUTHORIZED
